Area_type,Location,Room size,Square_ft,Bathroom,Parking,Balcony,price_old,availability,Age
Super built up  Area,Hennur Road,3,1735,3,Yes,3,78,Ready To Move,2015
Super built up  Area,Bisuvanahalli,3,1075,2,Yes,1,33,Ready To Move,2017
Built up  Area,Gowdanapalya,5,24,5,Yes,0,75,Ready To Move,2019
Built up  Area,Kumaraswami Layout,7,2040,4,Yes,3,123,Ready To Move,2018
Super built up  Area,Uttarahalli,3,1590,3,Yes,2,57,Ready To Move,2015
Plot  Area,Jayanti Nagar,5,1600,5,Yes,2,140,Ready To Move,2019
Built up  Area,Doddakammanahalli,2,1160,2,Yes,3,55,Ready To Move,2017
Super built up  Area,Tasker Town,2,930,1,Yes,1,55,Ready To Move,2017
Built up  Area,Devanahalli,2,1010,2,Yes,1,58,Ready To Move,2017
Super built up  Area,Electronic City,2,1221,2,Yes,2,68,Ready To Move,2017
Plot  Area,Banashankari,4,2400,4,Yes,3,470,Ready To Move,2018
Super built up  Area,Hoodi,2,1108,2,Yes,1,87.48,22-Jun,2017
Plot  Area,Vidyaranyapura,4,1000,4,Yes,2,120,Ready To Move,2018
Super built up  Area,Sarjapur  Road,2,1370,2,Yes,1,70,18-Apr,2017
Super built up  Area,Banashankari Stage V,2,920,2,Yes,1,41.5,Ready To Move,2017
Super built up  Area,Bhoganhalli,2,1277,2,Yes,1,79.89,18-May,2017
Super built up  Area,Horamavu Agara,2,1213,2,Yes,2,38.1,18-May,2017
Super built up  Area,Singasandra,3,1653,3,Yes,2,85,Ready To Move,2015
Plot  Area,Sarjapur,4,2400,3,Yes,3,140,Ready To Move,2015
Super built up  Area,1st Block Koramangala,4,3000,5,Yes,3,500,Ready To Move,2019
Plot  Area,Kothanur,4,1600,4,Yes,3,250,Ready To Move,2018
Super built up  Area,Electronics City Phase 1,3,1321,2,Yes,,40,Ready To Move,2017
Super built up  Area,Kanakpura Road,3,1570,3,Yes,2,68,Ready To Move,2015
Built up  Area,Hessarghatta,8,1150,8,Yes,,70,Ready To Move,2020
Super built up  Area,Nallurhalli,2,1053,2,Yes,3,44,Ready To Move,2017
Super built up  Area,Hoysalanagar,3,1325,2,Yes,3,56,Ready To Move,2017
Super built up  Area,manyata,2,1169,2,Yes,1,50.11,18-Nov,2017
Super built up  Area,Badavala Nagar,2,1274,2,Yes,1,90,20-Jan,2017
Super built up  Area,Whitefield,2,1317,2,Yes,2,52,Ready To Move,2017
Built up  Area,Lakshminarayana Pura,2,1195,2,Yes,1,75,Ready To Move,2017
Super built up  Area,Whitefield,4,2528,4,Yes,0,137,18-Nov,2018
Super built up  Area,Kammasandra,2,940,2,Yes,2,35,Ready To Move,2017
Built up  Area,Budigere,3,1820,3,Yes,2,95.5,Ready To Move,2015
Super built up  Area,Kanakpura Road,3,1450,3,Yes,3,53.6,Ready To Move,2015
Built up  Area,Whitefield,3,1615,3,Yes,0,96.9,Ready To Move,2015
Built up  Area,Nagarbhavi,3,2200,2,Yes,3,99,Ready To Move,2017
Super built up  Area,Subramanyapura,2,985,2,Yes,1,62.5,Ready To Move,2017
Built up  Area,Electronics City Phase 1,2,1116,2,Yes,1,33,Ready To Move,2017
Super built up  Area,Attibele,2,656,2,Yes,1,25,Ready To Move,2017
Super built up  Area,Kaggadasapura,2,1105,2,Yes,1,39.5,Ready To Move,2017
Super built up  Area,Whitefield,2,1220,2,Yes,1,55,Ready To Move,2017
Built up  Area,Hoodi,3,1400,3,Yes,2,74,Ready To Move,2015
Built up  Area,Bhuvaneswari Nagar,4,2400,3,Yes,0,185,Ready To Move,2015
Plot  Area,Anandapura,3,850,3,Yes,0,63,Ready To Move,2015
Built up  Area,Uttarahalli,2,1000,2,Yes,1,35,Ready To Move,2017
Super built up  Area,Bannerghatta Road,3,1660,3,Yes,3,80,Ready To Move,2015
Super built up  Area,Uttarahalli,3,1330,2,Yes,1,57,Ready To Move,2017
Super built up  Area,Old Madras Road,2,1165,2,Yes,1,52,18-May,2017
Super built up  Area,Budigere,2,1153,2,Yes,2,56,Ready To Move,2017
Built up  Area,Bannerghatta Road,2,1270,2,Yes,2,45,Ready To Move,2017
Super built up  Area,2nd Phase JP Nagar,2,1070,2,Yes,2,38,18-Aug,2017
Built up  Area,RWF West Colony,3,1427,2,Yes,,85,Ready To Move,2017
Super built up  Area,Banashankari Stage III,3,1420,2,Yes,2,95,Ready To Move,2017
Plot  Area,Kothanur,4,1600,5,Yes,0,130,Ready To Move,2019
Super built up  Area,Langford Town,2,2031,2,Yes,2,200,Ready To Move,2017
Super built up  Area,Bellandur,2,1454,2,Yes,1,90,19-Jul,2017
Super built up  Area,Whitefield,2,1116,2,Yes,3,48.76,Ready To Move,2017
Plot  Area,Maruthi Sevanagar,4,2000,3,Yes,1,180,Ready To Move,2015
Super built up  Area,Sarjapur  Road,2,1346,2,Yes,1,74.03,18-Jul,2017
Super built up  Area,Hessarghatta,2,1062,2,Yes,1,50,Ready To Move,2017
Super built up  Area, Mysore Highway,1,700,1,Yes,1,25.5,Ready To Move,2017
Super built up  Area,JP Nagar,2,1405,2,Yes,1,99,19-Dec,2017
Built up  Area,Doddathoguru,2,1100,2,Yes,2,50,Ready To Move,2017
Plot  Area,Chikka Tirupathi,3,2153,4,Yes,3,120,Ready To Move,2018
Plot  Area,Kammagondahalli,3,1200,3,Yes,2,120,Ready To Move,2015
Super built up  Area,Ulsoor,3,2135,3,Yes,2,170,Ready To Move,2015
Super built up  Area,Uttarahalli,2,1125,2,Yes,1,47,Ready To Move,2017
Super built up  Area,2nd Phase Judicial Layout,3,1350,2,Yes,2,47.25,Ready To Move,2017
Built up  Area,Pai Layout,2,1068,2,Yes,3,48,Ready To Move,2017
Super built up  Area,Doddathoguru,2,940,2,Yes,1,32.9,Ready To Move,2017
Super built up  Area,Hosa Road,2,1063,2,Yes,1,32.79,18-May,2017
Super built up  Area,Brookefield,2,1382,2,Yes,2,84.5,Ready To Move,2017
Super built up  Area,Harlur,2,936,2,Yes,1,45,Ready To Move,2017
Super built up  Area,KR Puram,3,1400,2,Yes,3,60,Ready To Move,2017
Super built up  Area,Sarjapur  Road,1,475,1,Yes,1,26,20-Aug,2017
Super built up  Area,LIC Colony,2,1200,2,Yes,1,115,Ready To Move,2017
Super built up  Area,Glass Factory Layout,3,1450,3,Yes,3,65,Ready To Move,2015
Super built up  Area,Kudlu,2,1162,2,Yes,1,52,Ready To Move,2017
Super built up  Area,Hosa Road,2,1161,2,Yes,1,48.75,18-Dec,2017
Super built up  Area,Green Glen Layout,3,1629,2,Yes,2,105,Ready To Move,2017
Super built up  Area,Brookefield,2,1260,2,Yes,1,70,Ready To Move,2017
Plot  Area,Billekahalli,4,1672,3,Yes,2,190,Ready To Move,2015
Plot  Area,Seegehalli,3,3000,4,Yes,2,240,Ready To Move,2018
Super built up  Area,Murugeshpalya,3,1500,2,Yes,0,70,Ready To Move,2017
Super built up  Area,Budigere,1,6500,1,Yes,0,34.545,20-Jun,2017
Plot  Area,Gaurava Nagar,5,1650,6,Yes,,200,Ready To Move,2019
Super built up  Area,Dollars Colony,3,2000,3,Yes,3,200,Ready To Move,2015
Plot  Area,Thyagaraja Nagar,1,1675,1,Yes,0,241,Ready To Move,2017
Plot  Area,Electronic City,3,1200,3,Yes,2,150,Ready To Move,2015
Super built up  Area,Nagarbhavi,2,1100,2,Yes,2,46.2,Ready To Move,2017
Super built up  Area,Whitefield,3,1400,2,Yes,3,56,Ready To Move,2017
Super built up  Area,Ramagondanahalli,3,2257,3,Yes,2,155,Ready To Move,2015
Super built up  Area,Budigere,2,1153,2,Yes,2,56.5,Ready To Move,2017
Super built up  Area,Sarjapur  Road,2,1197,2,Yes,1,56.86,Ready To Move,2017
Super built up  Area,Siddapura,2,1150,2,Yes,2,90,Ready To Move,2017
Super built up  Area,Akshayanagara East,1,595,1,Yes,1,40,20-Dec,2017
Super built up  Area,Hoodi,3,1837,3,Yes,1,110,21-Jul,2015
Plot  Area,Kumbalgodu,4,3750,4,Yes,,190,Ready To Move,2018
Super built up  Area,Bellandur,3,1830,3,Yes,3,91.86,Ready To Move,2015
Super built up  Area,Green Glen Layout,3,1715,3,Yes,3,115,Ready To Move,2015
Super built up  Area,Electronic City,2,970,2,Yes,1,35,Ready To Move,2017
Plot  Area,Hebbal Kempapura,4,1200,3,Yes,2,148,Ready To Move,2015
Built up  Area,NRI Layout,4,2700,5,Yes,1,95.75,Ready To Move,2019
Plot  Area,Siddapura,3,5480,4,Yes,2,400,Ready To Move,2018
Built up  Area,Vidyaranyapura,4,2400,5,Yes,1,135,Ready To Move,2019
Super built up  Area,Sarjapur  Road,4,3040,4,Yes,2,135,Ready To Move,2018
Super built up  Area,Raja Rajeshwari Nagar,2,1168,2,Yes,1,66,18-Jul,2017
Super built up  Area,Begur Road,2,1160,2,Yes,2,36.54,Ready To Move,2017
Built up  Area,Mallappa Layout,3,1500,3,Yes,2,75,Ready To Move,2015
Plot  Area,Kumaraswami Layout,2,600,2,Yes,1,72,Ready To Move,2017
Plot  Area,5th Phase JP Nagar,8,1200,7,Yes,3,250,Ready To Move,2020
Super built up  Area,ITPL,2,850,2,Yes,1,25.4,18-Dec,2017
Super built up  Area,Ramamurthy Nagar,2,935,2,Yes,2,39,Ready To Move,2017
Plot  Area,Ullal Road,5,1200,5,Yes,1,235,Ready To Move,2019
Super built up  Area,Doddaballapur,1,654,1,Yes,1,49,18-Apr,2017
Built up  Area,Domlur,3,1650,3,Yes,1,180,Ready To Move,2015
Plot  Area,Dodsworth Layout,3,5656,5,Yes,0,499,Ready To Move,2019
Super built up  Area,Vinayak Nagar,2,1300,2,Yes,1,33,Ready To Move,2017
Super built up  Area,Kaggalipura,2,950,2,Yes,1,60,Ready To Move,2017
Super built up  Area,Silk Board,3,1250,3,Yes,2,54,18-May,2015
Super built up  Area,Doddakallasandra,2,1072,2,Yes,1,42.87,Ready To Move,2017
Super built up  Area,Ankappa Layout,3,1425,2,Yes,2,65,Ready To Move,2017
Built up  Area,Uttarahalli,2,1165,1,Yes,0,42.09,Ready To Move,2017
Super built up  Area,Kathriguppe,3,1390,2,Yes,2,69.49,Ready To Move,2017
Built up  Area,Kalena Agrahara,3,1510,3,Yes,2,78,Ready To Move,2015
Super built up  Area,Thanisandra,2,1305,2,Yes,2,90,Ready To Move,2017
Plot  Area,Vidyaranyapura,6,1200,6,Yes,2,170,Ready To Move,2019
Built up  Area,Kodigehaali,2,866,2,Yes,2,32,Ready To Move,2017
Super built up  Area,Hulimavu,2,1231,2,Yes,1,84.5,Ready To Move,2017
Super built up  Area,Sompura,3,1360,2,Yes,3,45,Ready To Move,2017
Super built up  Area,Yeshwanthpur,3,2500,3,Yes,3,138,Ready To Move,2015
Super built up  Area,Whitefield,2,1140,2,Yes,3,55,Ready To Move,2017
Super built up  Area,Kanakpura Road,1,525,1,Yes,1,30,21-Dec,2017
Super built up  Area,Whitefield,2,1295,2,Yes,1,64.5,19-Sep,2017
Super built up  Area,Hormavu,2,1020,2,Yes,2,45.75,Ready To Move,2017
Super built up  Area,Old Airport Road,4,3504,4,Yes,,262,18-Dec,2018
Plot  Area,Sidedahalli,2,1200,1,Yes,0,50,Ready To Move,2017
Super built up  Area,Vidyaranyapura,2,1100,2,Yes,1,41,Ready To Move,2017
Plot  Area,Bannerghatta Road,4,4723,4,Yes,3,500,19-Dec,2018
Super built up  Area,Kothannur,2,820,2,Yes,2,37,Ready To Move,2017
Plot  Area,Sarjapur,4,3508,4,Yes,1,386,Ready To Move,2018
Plot  Area,Versova Layout,4,3700,4,Yes,2,400,Ready To Move,2018
Super built up  Area,Kalena Agrahara,2,1354,2,Yes,2,70,Ready To Move,2017
Super built up  Area,Basavangudi,4,2453,3,Yes,2,250,Ready To Move,2015
Super built up  Area,Garudachar Palya,2,1154,2,Yes,1,51.8,Ready To Move,2017
Super built up  Area,7th Phase JP Nagar,3,1680,2,Yes,3,92,Ready To Move,2017
Super built up  Area,Electronics City Phase 1,2,1205,2,Yes,2,60,18-May,2017
Built up  Area,Raja Rajeshwari Nagar,3,1400,2,Yes,2,86,Ready To Move,2017
Carpet  Area,Doopanahalli,3,1625,3,Yes,1,150,Ready To Move,2015
Built up  Area,Electronic City,3,1500,3,Yes,1,73,Ready To Move,2015
Super built up  Area,Bannerghatta Road,3,1520,2,Yes,3,80,Ready To Move,2017
Built up  Area,3rd Stage Raja Rajeshwari Nagar,2,1300,3,Yes,1,65,Ready To Move,2015
Super built up  Area,Manayata Tech Pa  ,2,1150,2,Yes,2,47,Ready To Move,2017
Super built up  Area,Kadugodi,3,1762,3,Yes,3,109,18-Apr,2015
Super built up  Area,Budigere,2,1153,2,Yes,2,58,Ready To Move,2017
Super built up  Area,Yelahanka,4,2650,4,Yes,1,223,Ready To Move,2018
Super built up  Area,Sompura,3,1350,2,Yes,2,47,Ready To Move,2017
Super built up  Area,Billekahalli,2,950,2,Yes,2,56,Ready To Move,2017
Super built up  Area,Jakkur,3,3295,3,Yes,3,310,Ready To Move,2015
Super built up  Area,Coconut Grove Layout,3,1515,3,Yes,3,80.5,Ready To Move,2015
Super built up  Area,Neeladri Nagar,2,1100,2,Yes,2,30,Ready To Move,2017
Super built up  Area,Byrasandra,2,1250,2,Yes,2,65,Ready To Move,2017
Built up  Area,HBR Layout,2,1200,2,Yes,0,120,Ready To Move,2017
Super built up  Area,5th Phase JP Nagar,7,2500,8,Yes,3,95,Ready To Move,2020
Plot  Area,Hoskote,4,1200,4,Yes,2,100,Ready To Move,2018
Super built up  Area,Yelahanka,3,1355,2,Yes,2,51.5,Ready To Move,2017
Super built up  Area,Dominic Layout,3,1115,3,Yes,1,39.14,18-May,2015
Super built up  Area,8th Phase JP Nagar,3,1275,3,Yes,2,45,18-Apr,2015
Super built up  Area,Padmanabhanagar,3,2051,3,Yes,2,170,19-Sep,2015
Super built up  Area,BTM Layout,3,1470,2,Yes,2,99,Ready To Move,2017
Super built up  Area,Silver Springs Layout,3,1550,2,Yes,3,70,Ready To Move,2017
Built up  Area,Bannerghatta Road,3,1270,2,Yes,1,73,Ready To Move,2017
Super built up  Area,Bhoganhalli,4,2119,4,Yes,2,111,18-Jul,2018
Super built up  Area,Hebbal Kempapura,3,1600,3,Yes,3,170,Ready To Move,2015
Super built up  Area,Kudlu Gate,3,1320,2,Yes,2,50,Ready To Move,2017
Super built up  Area,Gopalkrishna Nagar,3,2505,3,Yes,,165,Ready To Move,2015
Super built up  Area,Tejaswini Nagar,3,1410,2,Yes,1,54,Ready To Move,2017
Super built up  Area,Whitefield,2,1200,2,Yes,3,70,Ready To Move,2017
Super built up  Area,Chennammana Kere,3,1705,2,Yes,1,86.96,18-Oct,2017
Super built up  Area,Electronic City,2,995,2,Yes,1,48,Ready To Move,2017
Built up  Area,Horamavu Banaswadi,2,1081,2,Yes,1,52,Ready To Move,2017
Super built up  Area,Parappana Agrahara,2,1194,2,Yes,2,46,Ready To Move,2017
Super built up  Area,Sonnenahalli,1,605,1,Yes,1,30.24,18-Dec,2017
Built up  Area,Yelahanka,1,567,1,Yes,1,25,Ready To Move,2017
Super built up  Area,Rajaji Nagar,2,1718,3,Yes,2,275,Ready To Move,2015
Super built up  Area,Banashankari Stage VI,3,1400,2,Yes,0,70.385,20-Dec,2017
Plot  Area,2nd Stage Nagarbhavi,3,600,5,Yes,1,135,Ready To Move,2019
Super built up  Area,Green Glen Layout,3,1715,3,Yes,2,105,Ready To Move,2015
Plot  Area,Doddaballapur,4,3206,5,Yes,,270,Ready To Move,2019
Plot  Area,Kundalahalli,4,1500,4,Yes,,235,Ready To Move,2018
Super built up  Area,Bannerghatta Road,3,1846,3,Yes,2,120,Ready To Move,2015
Plot  Area,Coconut Garden,3,600,3,Yes,1,90,Ready To Move,2015
Super built up  Area,Whitefield,2,1015,2,Yes,3,56,Ready To Move,2017
Plot  Area,Dollars Colony,4,4350,8,Yes,,2600,Ready To Move,2020
Super built up  Area,Thanisandra,2,1100,2,Yes,1,36,Ready To Move,2017
Super built up  Area,Thanisandra,3,1965,4,Yes,2,125,Ready To Move,2018
Super built up  Area,NGR Layout,2,1021,2,Yes,2,45.9,Ready To Move,2017
Super built up  Area,Haralur Road,2,1230,2,Yes,1,67.65,18-Apr,2017
Super built up  Area,Uttarahalli,2,1260,2,Yes,2,55,Ready To Move,2017
Plot  Area,Indira Nagar,4,2400,4,Yes,1,700,Ready To Move,2018
Super built up  Area,Lingadheeranahalli,3,1894,4,Yes,1,114,Ready To Move,2018
Plot  Area,2nd Stage Nagarbhavi,6,1500,4,Yes,2,233,Ready To Move,2018
Super built up  Area,Jakkur,3,1950,3,Yes,2,131,20-Jun,2015
Super built up  Area,Sector 2 HSR Layout,2,1231,2,Yes,3,66,Ready To Move,2017
Super built up  Area,Mahadevpura,2,1236,2,Yes,1,58,Ready To Move,2017
Built up  Area,R.T. Nagar,4,1800,3,Yes,0,120,Ready To Move,2015
Super built up  Area,KAMAKIYA,3,1650,3,Yes,2,135,Ready To Move,2015
Plot  Area,Kirloskar Layout,5,750,3,Yes,1,88,Ready To Move,2015
Super built up  Area,Begur,3,1443,2,Yes,2,70,Ready To Move,2017
Plot  Area,Ramamurthy Nagar,4,886,4,Yes,2,120,Ready To Move,2018
Super built up  Area,Wheelers Road,2,925,2,Yes,1,68,Ready To Move,2017
Super built up  Area,Chandapura,3,1305,3,Yes,1,33.28,18-Sep,2015
Super built up  Area,Alfa Garden Layout,2,1190,2,Yes,2,46.41,Ready To Move,2017
Super built up  Area,Uttarahalli,2,1284,2,Yes,2,53.36,Ready To Move,2017
Plot  Area,MM Layout,4,350,3,Yes,1,45,Ready To Move,2015
Plot  Area,Palace Guttahalli,3,875,3,Yes,1,115,Ready To Move,2015
Built up  Area,Chikkalasandra,2,1325,2,Yes,1,59,Ready To Move,2017
Plot  Area,Sector 6 HSR Layout,6,2400,5,Yes,2,750,Ready To Move,2019
Super built up  Area,Kudlu Gate,2,1183,2,Yes,1,79.54,18-Jun,2017
Built up  Area,Rajiv Gandhi Nagar,3,1750,3,Yes,2,100,Ready To Move,2015
Super built up  Area,Nagashetty Halli,4,16335,4,Yes,2,149,Ready To Move,2018
Super built up  Area,Doddagubbi,1,747,1,Yes,2,27,Ready To Move,2017
Super built up  Area,Electronic City,2,1342,2,Yes,1,90,Ready To Move,2017
Super built up  Area,Motappa Layout,2,1113,2,Yes,1,52,Ready To Move,2017
Super built up  Area,Devarabeesana Halli,3,1738,3,Yes,2,110,Ready To Move,2015
Super built up  Area,Brookefield,2,1206,2,Yes,,90,Ready To Move,2017
Super built up  Area,Hebbal,4,2790,4,Yes,3,198,19-Mar,2018
Super built up  Area,Hebbal,2,1162,2,Yes,1,59,18-Mar,2017
Super built up  Area,Parappana Agrahara,2,1194,2,Yes,2,46,Ready To Move,2017
Built up  Area,Sarjapur  Road,3,1857,4,Yes,3,155,Ready To Move,2018
Built up  Area,Kattigenahalli,6,3500,6,Yes,,115,Ready To Move,2019
Super built up  Area,Rajaji Nagar,2,1763,3,Yes,2,240,Ready To Move,2015
Super built up  Area,Uttarahalli,2,1150,2,Yes,1,45.99,Ready To Move,2017
Plot  Area,Koramangala,4,2400,5,Yes,3,550,Ready To Move,2019
Super built up  Area,Chikkalasandra,2,1290,2,Yes,2,72,Ready To Move,2017
Built up  Area,Thubarahalli,4,3408,5,Yes,,145,Ready To Move,2019
Built up  Area,HBR Layout,2,900,2,Yes,1,145,Ready To Move,2017
Built up  Area,Sanjay nagar,2,1150,2,Yes,0,70,Ready To Move,2017
Plot  Area,Banashankari,3,1040,2,Yes,1,109,Ready To Move,2017
Super built up  Area,Yeshwanthpur,2,1160,2,Yes,2,64.08,Ready To Move,2017
Super built up  Area,Soundarya Layout,2,900,2,Yes,2,27,Ready To Move,2017
Plot  Area,Sarjapur  Road,4,1750,3,Yes,1,185,Ready To Move,2015
Built up  Area,Electronic City,3,1320,2,Yes,1,38.12,18-Dec,2017
Super built up  Area,Lingadheeranahalli,4,2240,4,Yes,2,160,Ready To Move,2018
Super built up  Area,Electronics City Phase 1,2,891,2,Yes,1,26,Ready To Move,2017
Plot  Area,Udaya Nagar,5,1000,4,Yes,3,80,Ready To Move,2018
Super built up  Area,Ambedkar Nagar,3,1852,3,Yes,2,125,Ready To Move,2015
Super built up  Area,Chandapura,3,1323,2,Yes,1,42,Ready To Move,2017
Super built up  Area,Vittasandra,2,1404,2,Yes,1,67.5,Ready To Move,2017
Built up  Area,Dodda Nekkundi,2,1370,2,Yes,2,60,Ready To Move,2017
Super built up  Area,Uttarahalli,3,1385,2,Yes,2,48.48,Ready To Move,2017
Super built up  Area,Gollarapalya Hosahalli,2,1129,2,Yes,1,50,Ready To Move,2017
Super built up  Area,Mahalakshmi Layout,3,1876,3,Yes,1,150,Ready To Move,2015
Super built up  Area,Brooke Bond First Cross,3,1720,3,Yes,1,95,Ready To Move,2015
Plot  Area,Jalahalli East,4,1200,4,Yes,1,80,Ready To Move,2018
Super built up  Area,Mysore Road,2,1175,2,Yes,2,86.68,Ready To Move,2017
Super built up  Area,Nagawara Junction,1,500,1,Yes,2,51,Ready To Move,2017
Plot  Area,Dasappa Layout,5,1200,5,Yes,2,85,Ready To Move,2019
Built up  Area,Electronic City Phase II,1,1200,1,Yes,0,295,Ready To Move,2017
Super built up  Area,Hosa Road,3,1893,3,Yes,2,130,19-Jan,2015
Super built up  Area,Whitefield,3,1430,3,Yes,2,52,Ready To Move,2015
Built up  Area,Green View Layout,2,850,2,Yes,2,45,Ready To Move,2017
Super built up  Area,CV Raman Nagar,2,1392,2,Yes,1,110,17-Mar,2017
Super built up  Area,Kanakpura Road,3,1938,3,Yes,3,105,21-Mar,2015
Super built up  Area,Chennammanakere Achukattu,2,1020,2,Yes,2,52,18-Oct,2017
Plot  Area,"beml layout, basaveshwara nagar",3,2400,2,Yes,1,360,Ready To Move,2017
Super built up  Area,HBR Layout,3,1832,3,Yes,2,160,Ready To Move,2015
Super built up  Area,Konanakunte,3,1423,2,Yes,2,85,Ready To Move,2017
Super built up  Area,Jakkur,2,1432,2,Yes,1,85,Ready To Move,2017
Plot  Area,2nd Block Hrbr Layout,4,1350,4,Yes,3,235,Ready To Move,2018
Plot  Area,BTM 2nd Stage,8,1500,6,Yes,0,270,Ready To Move,2019
Super built up  Area,CV Raman Nagar,3,1480,3,Yes,2,65,Ready To Move,2015
Super built up  Area,Kanakpura Road,3,1843,3,Yes,2,96.2,Ready To Move,2015
Plot  Area,Lingarajapuram,3,760,4,Yes,2,95,Ready To Move,2018
Super built up  Area,Hulimavu,3,1916,2,Yes,1,150,18-Dec,2017
Super built up  Area,Hennur,2,1255,2,Yes,1,55.5,Ready To Move,2017
Super built up  Area,Yelenahalli,2,1160,2,Yes,2,44.08,Ready To Move,2017
Super built up  Area,Old Madras Road,2,2640,2,Yes,1,170,18-Jun,2017
Super built up  Area,Bommanahalli,2,1160,2,Yes,3,53,Ready To Move,2017
Built up  Area,Lakshminarayana Pura,2,1200,2,Yes,1,80,Ready To Move,2017
Super built up  Area,7th Phase JP Nagar,2,1100,2,Yes,1,44,Ready To Move,2017
Carpet  Area,Ramagondanahalli,3,1500,3,Yes,3,100,Ready To Move,2015
Super built up  Area,Electronic City Phase II,3,1336,2,Yes,3,50.35,18-May,2017
Built up  Area,Choodasandra,2,1065,2,Yes,1,46,Ready To Move,2017
Super built up  Area,Hebbal,2,1294,2,Yes,1,115,Ready To Move,2017
Super built up  Area,Rachenahalli,3,1550,3,Yes,2,68.5,Ready To Move,2015
Super built up  Area,Whitefield,2,1216,2,Yes,1,75,18-Dec,2017
Super built up  Area,Bank Of Baroda Colony,2,1005,2,Yes,2,40,Ready To Move,2017
Super built up  Area,7th Phase JP Nagar,3,1430,2,Yes,1,102,Ready To Move,2017
Super built up  Area,Frazer Town,4,4100,4,Yes,3,660,18-Dec,2018
Super built up  Area,Hoodi,3,1660,3,Yes,2,125,22-Jun,2015
Super built up  Area,Thanisandra,3,1430,2,Yes,3,56,Ready To Move,2017
Super built up  Area,Hennur Road,3,1470,2,Yes,1,75,Ready To Move,2017
Super built up  Area,Jalahalli,2,1045,2,Yes,1,76.77,Ready To Move,2017
Super built up  Area,Hebbal,4,4000,6,Yes,0,359,Ready To Move,2019
Built up  Area,Anjanapura,2,950,2,Yes,0,30,Ready To Move,2017
Super built up  Area,Doddathoguru,3,1382,3,Yes,1,65,Ready To Move,2015
Super built up  Area,BTM 2nd Stage,2,930,2,Yes,2,46,Ready To Move,2017
Super built up  Area,Sarjapur  Road,3,1660,2,Yes,2,116,Ready To Move,2017
Super built up  Area,Vijinapura,2,1290,2,Yes,2,71.95,Ready To Move,2017
Built up  Area,Whitefield,3,1010,2,Yes,1,45,Ready To Move,2017
Built up  Area,Brookefield,4,3050,4,Yes,,130,Ready To Move,2018
Super built up  Area,Dodda Nekkundi,2,1200,2,Yes,2,71,Ready To Move,2017
Built up  Area,3rd Block Hrbr Layout,3,1650,3,Yes,2,140,Ready To Move,2015
Super built up  Area,Budigere,3,1636,3,Yes,2,88,Ready To Move,2015
Super built up  Area,Rajaji Nagar,3,2367,3,Yes,2,320,Ready To Move,2015
